WigleWifi-1.4,appRelease=2.53,model=D1-Mini-Pro,release=0.0.0,device=NetDash,display=SSD1306,board=ESP8266,brand=Wemos
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,D6:6A:6A:A9:E9:1D,DIRECT-1d-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:22,1,-71,33.879393,-118.009767,-10.8,414,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:22,6,-61,33.879393,-118.009767,-10.8,414,WIFI
EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:22,1,-84,33.879393,-118.009767,-10.8,414,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:22,1,-70,33.879393,-118.009767,-10.8,414,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:22,5,-77,33.879393,-118.009767,-10.8,414,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:22,6,-60,33.879393,-118.009767,-10.8,414,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,D4:A0:2A:4B:8C:F0,103,[WEP][ESS],2023-3-5 0:39:22,6,-89,33.879393,-118.009767,-10.8,414,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:22,1,-82,33.879393,-118.009767,-10.8,414,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:30,1,-68,33.879370,-118.009595,-6.6,415,WIFI
84:24:8D:94:05:B1,CBI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:30,1,-94,33.879370,-118.009595,-6.6,415,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:30,1,-82,33.879370,-118.009595,-6.6,415,WIFI
EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:30,6,-60,33.879370,-118.009595,-6.6,415,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:33,1,-82,33.879367,-118.009568,-6.9,415,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:33,1,-69,33.879367,-118.009568,-6.9,415,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:33,6,-60,33.879367,-118.009568,-6.9,415,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,D6:6A:6A:A9:E9:1D,DIRECT-1d-HP M402 LaserJet,04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:36,1,-71,33.879367,-118.009567,-6.9,415,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:36,5,-78,33.879367,-118.009567,-6.9,415,WIFI
AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:36,6,-60,33.879367,-118.009567,-6.9,415,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:36,1,-83,33.879367,-118.009567,-6.9,415,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:36,1,-71,33.879367,-118.009567,-6.9,415,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:36,1,-83,33.879367,-118.009567,-6.9,415,WIFI
78:45:58:34:74:77,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:36,5,-92,33.879367,-118.009567,-6.9,415,WIFI
AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:36,6,-59,33.879367,-118.009567,-6.9,415,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:36,1,-85,33.879367,-118.009567,-6.9,415,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:36,1,-69,33.879367,-118.009567,-6.9,415,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:36,6,-60,33.879367,-118.009567,-6.9,415,WIFI
D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:44,1,-83,33.879357,-118.009531,-6.1,415,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:44,1,-67,33.879357,-118.009531,-6.1,415,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:44,5,-78,33.879357,-118.009531,-6.1,415,WIFI
D4:A0:2A:4B:8C:F0,103,[WEP][ESS],2023-3-5 0:39:44,6,-89,33.879357,-118.009531,-6.1,415,WIFI
AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:44,6,-61,33.879357,-118.009531,-6.1,415,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:47,1,-82,33.879348,-118.009498,-6.2,415,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:47,1,-65,33.879348,-118.009498,-6.2,415,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:47,5,-78,33.879348,-118.009498,-6.2,415,WIFI
AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:47,6,-60,33.879348,-118.009498,-6.2,415,WIFI
D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,D6:6A:6A:A9:E9:1D,DIRECT-1d-HP M402 LaserJet,56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:50,1,-67,33.879347,-118.009494,-5.6,415,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:50,1,-84,33.879347,-118.009494,-5.6,415,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:50,5,-79,33.879347,-118.009494,-5.6,415,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:50,6,-60,33.879347,-118.009494,-5.6,415,WIFI
EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,D6:6A:6A:A9:E9:1D,DIRECT-1d-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:50,1,-84,33.879347,-118.009494,-5.6,415,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:50,1,-65,33.879347,-118.009494,-5.6,415,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:50,6,-59,33.879347,-118.009494,-5.6,415,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:53,1,-83,33.879345,-118.009486,-5.6,415,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:53,1,-66,33.879345,-118.009486,-5.6,415,WIFI
AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:53,6,-59,33.879345,-118.009486,-5.6,415,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,D6:6A:6A:A9:E9:1D,DIRECT-1d-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:39:53,1,-82,33.879345,-118.009486,-5.6,415,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:53,1,-66,33.879345,-118.009486,-5.6,415,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:53,5,-76,33.879345,-118.009486,-5.6,415,WIFI
AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:39:53,6,-60,33.879345,-118.009486,-5.6,415,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:1,1,-84,33.879324,-118.009795,35.0,898,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:1,1,-67,33.879324,-118.009795,35.0,898,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:1,5,-77,33.879324,-118.009795,35.0,898,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:1,6,-60,33.879324,-118.009795,35.0,898,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,D6:6A:6A:A9:E9:1D,DIRECT-1d-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,80:2A:A8:9A:14:B0,DXSupplyChain,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:1,6,-83,33.879324,-118.009795,35.0,898,WIFI
D4:A0:2A:4B:8C:F0,103,[WEP][ESS],2023-3-5 0:40:1,6,-88,33.879324,-118.009795,35.0,898,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:4,1,-70,33.879322,-118.009776,32.6,896,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:4,1,-84,33.879322,-118.009776,32.6,896,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:4,5,-75,33.879322,-118.009776,32.6,896,WIFI
EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:4,6,-59,33.879322,-118.009776,32.6,896,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:7,1,-84,33.879323,-118.009779,33.0,894,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:7,1,-70,33.879323,-118.009779,33.0,894,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:7,5,-74,33.879323,-118.009779,33.0,894,WIFI
78:45:58:34:74:77,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:7,5,-93,33.879323,-118.009779,33.0,894,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:7,6,-59,33.879323,-118.009779,33.0,894,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:10,1,-82,33.879325,-118.009781,33.0,894,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,1,-70,33.879325,-118.009781,33.0,894,WIFI
78:45:58:34:74:77,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,5,-90,33.879325,-118.009781,33.0,894,WIFI
AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,6,-59,33.879325,-118.009781,33.0,894,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,1,-68,33.879325,-118.009781,33.0,894,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:10,1,-82,33.879325,-118.009781,33.0,894,WIFI
78:45:58:34:74:77,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,5,-90,33.879325,-118.009781,33.0,894,WIFI
AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,6,-60,33.879325,-118.009781,33.0,894,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,1,-70,33.879325,-118.009781,33.0,894,WIFI
84:24:8D:94:05:B1,CBI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,1,-92,33.879325,-118.009781,33.0,894,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:10,1,-82,33.879325,-118.009781,33.0,894,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,5,-77,33.879325,-118.009781,33.0,894,WIFI
78:45:58:34:74:77,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,5,-95,33.879325,-118.009781,33.0,894,WIFI
EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,6,-60,33.879325,-118.009781,33.0,894,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,1,-70,33.879325,-118.009781,33.0,894,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:10,1,-84,33.879325,-118.009781,33.0,894,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,5,-78,33.879325,-118.009781,33.0,894,WIFI
EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:10,6,-58,33.879325,-118.009781,33.0,894,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:21,1,-81,33.879324,-118.009794,36.2,885,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:21,1,-69,33.879324,-118.009794,36.2,885,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:21,5,-79,33.879324,-118.009794,36.2,885,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:24,1,-70,33.879319,-118.009801,37.9,883,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:24,1,-83,33.879319,-118.009801,37.9,883,WIFI
AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:24,6,-58,33.879319,-118.009801,37.9,883,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,D6:6A:6A:A9:16:4D,DIRECT-4d-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,84:24:8D:94:05:B1,CBI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:24,1,-91,33.879319,-118.009801,37.9,883,WIFI
04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:27,1,-72,33.879313,-118.009814,37.9,883,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:27,1,-85,33.879313,-118.009814,37.9,883,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:27,5,-78,33.879313,-118.009814,37.9,883,WIFI
AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:27,6,-59,33.879313,-118.009814,37.9,883,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:27,1,-69,33.879313,-118.009814,37.9,883,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:27,1,-83,33.879313,-118.009814,37.9,883,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:27,5,-78,33.879313,-118.009814,37.9,883,WIFI
56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:27,6,-62,33.879313,-118.009814,37.9,883,WIFI
EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:27,1,-70,33.879313,-118.009814,37.9,883,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:27,1,-85,33.879313,-118.009814,37.9,883,WIFI
EA:9E:B4:23:17:C8,DIRECT-c8-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:27,6,-58,33.879313,-118.009814,37.9,883,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,56:13:79:A7:CD:DF,DIRECT-df-HP M402 LaserJet,EA:9E:B4:23:27:E2,DIRECT-e2-HP M402 LaserJet,04:18:D6:82:53:15,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:35,1,-68,33.879303,-118.009845,45.7,875,WIFI
84:24:8D:94:05:B1,CBI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:35,1,-92,33.879303,-118.009845,45.7,875,WIFI
D4:A0:2A:49:98:30,103,[WEP][ESS],2023-3-5 0:40:35,1,-82,33.879303,-118.009845,45.7,875,WIFI
68:D7:9A:D1:33:BB,UCC-BP,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:35,5,-79,33.879303,-118.009845,45.7,875,WIFI
56:13:79:A7:CD:9D,DIRECT-9d-HP M402 LaserJet,AC:8F:A9:C6:04:A4,ATTifvZpxh,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-5 0:40:35,6,-61,33.879303,-118.009845,45.7,875,WIFI
