WigleWifi-1.4,appRelease=2.53,model=D1-Mini-Pro,release=0.0.0,device=NetDash,display=SSD1306,board=ESP8266,brand=Wemos
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
AC:DF:9F:50:58:20,mobileone,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:33,1,-91,33.859192,-118.001359,53.7,237,WIFI
80:78:71:B5:AC:93,SpectrumSetup-95,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:33,1,-87,33.859192,-118.001359,53.7,237,WIFI
74:3E:2B:4F:B7:18,Spectrum,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:33,10,-70,33.859192,-118.001359,53.7,237,WIFI
74:3E:2B:8F:B7:18,Spectrum Free Trial,[ESS],2023-3-18 1:10:33,10,-70,33.859192,-118.001359,53.7,237,WIFI
74:3E:2B:CF:B7:18,Spectrum Mobile,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:33,10,-71,33.859192,-118.001359,53.7,237,WIFI
7C:DB:98:2F:B9:AB,Color Nails-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:33,11,-84,33.859192,-118.001359,53.7,237,WIFI
8C:7F:3B:73:5A:E0,ATT7g6S7M8,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:36,1,-62,33.859151,-118.001282,30.8,132,WIFI
78:6A:1F:BF:41:30,ATTHvhqSVS,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:36,1,-88,33.859151,-118.001282,30.8,132,WIFI
1C:14:48:01:63:10,ATT096,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:36,1,-89,33.859151,-118.001282,30.8,132,WIFI
84:A0:6E:C9:EC:F6,MySpectrumWiFif0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:36,1,-82,33.859151,-118.001282,30.8,132,WIFI
E4:71:85:26:9D:00,Almond-assist,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:36,4,-91,33.859151,-118.001282,30.8,132,WIFI
7C:8B:CA:CA:65:2B,TP-LINK_652B,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:36,7,-85,33.859151,-118.001282,30.8,132,WIFI
20:F3:75:48:A8:00,ATTcCtG6a2,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:36,8,-89,33.859151,-118.001282,30.8,132,WIFI
D8:A7:56:73:FC:B6,MySpectrumWiFib0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:36,1,-87,33.859151,-118.001282,30.8,132,WIFI
74:3E:2B:4F:B7:18,Spectrum,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:36,10,-81,33.859151,-118.001282,30.8,132,WIFI
74:3E:2B:8F:B7:18,Spectrum Free Trial,[ESS],2023-3-18 1:10:36,10,-78,33.859151,-118.001282,30.8,132,WIFI
74:3E:2B:CF:B7:18,Spectrum Mobile,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:36,10,-78,33.859151,-118.001282,30.8,132,WIFI
78:6A:1F:BF:41:30,ATTHvhqSVS,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,1,-72,33.859159,-118.001272,26.8,132,WIFI
84:A0:6E:C9:EC:F6,MySpectrumWiFif0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,1,-71,33.859159,-118.001272,26.8,132,WIFI
1C:14:48:01:63:10,ATT096,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,1,-85,33.859159,-118.001272,26.8,132,WIFI
8C:7F:3B:73:5A:E0,ATT7g6S7M8,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,1,-69,33.859159,-118.001272,26.8,132,WIFI
D8:A7:56:73:FC:B6,MySpectrumWiFib0-2G,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,1,-87,33.859159,-118.001272,26.8,132,WIFI
48:F8:B3:90:68:A9,KR2Private,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,2,-88,33.859159,-118.001272,26.8,132,WIFI
78:8A:20:71:BA:51,Century-Guest,[ESS],2023-3-18 1:10:39,1,-91,33.859159,-118.001272,26.8,132,WIFI
2C:00:AB:B3:A8:70,ATT7qy6FEA,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,4,-85,33.859159,-118.001272,26.8,132,WIFI
74:3E:2B:4F:83:98,Spectrum,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,6,-81,33.859159,-118.001272,26.8,132,WIFI
74:3E:2B:8F:83:98,Spectrum Free Trial,[ESS],2023-3-18 1:10:39,6,-80,33.859159,-118.001272,26.8,132,WIFI
74:3E:2B:CF:83:98,Spectrum Mobile,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,6,-78,33.859159,-118.001272,26.8,132,WIFI
30:93:BC:81:E3:7E,DanielsTruth,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,6,-83,33.859159,-118.001272,26.8,132,WIFI
8C:7F:3B:5E:A1:50,ATTMaHdMkI,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,11,-92,33.859159,-118.001272,26.8,132,WIFI
A2:46:9D:29:F4:0C,training,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,11,-93,33.859159,-118.001272,26.8,132,WIFI
28:C6:8E:AA:18:60,NETGEAR60,[WPA2-PSK-CCMP+TKIP][ESS],2023-3-18 1:10:39,11,-81,33.859159,-118.001272,26.8,132,WIFI
